id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1236801480138596355,1236801480138596355,2020-03-08 23:50:26 UTC,2020-03-08,23:50:26,+0000,51084960,eddyrivas,Eddy Rivas,,My daughters have developed an obsession with electric cars so today @kerryshawcross took us for a ride in his Tesla and they were so thrilled  https://t.co/Dv3ImChXTz,en,"[{'screen_name': 'kerryshawcross', 'name': 'kerry shawcross', 'id': '96943074'}]",[],"['https://pbs.twimg.com/media/ESoAYtnXgAAzld1.jpg', 'https://pbs.twimg.com/media/ESoAYt9WsAEXl0D.jpg', 'https://pbs.twimg.com/media/ESoAYtmWsAENoTB.jpg', 'https://pbs.twimg.com/media/ESoAYtoXQAA7qdu.jpg']",8,9,442,[],[],https://twitter.com/eddyrivas/status/1236801480138596355,False,,1,https://pbs.twimg.com/media/ESoAYtnXgAAzld1.jpg,,,,,,,[],,,,
1236799941369933824,1236799941369933824,2020-03-08 23:44:19 UTC,2020-03-08,23:44:19,+0000,1363470846,nakeyjakey,jakey,,saving up for a Tesla so I can finally give my backseat passengers road head,en,[],[],[],34,769,13142,[],[],https://twitter.com/nakeyjakey/status/1236799941369933824,False,,0,,,,,,,,[],,,,
1236792875100205056,1236792875100205056,2020-03-08 23:16:14 UTC,2020-03-08,23:16:14,+0000,220203225,mpelletiercio,Martin Pelletier,,"For those taking glee in collapse of oil complex, remember $30 oil will only prolong our dependence on fossil fuel use when the opposite should be happening. Tesla and the EV was born out of $100 oil.",en,[],[],[],43,76,366,[],[],https://twitter.com/MPelletierCIO/status/1236792875100205056,False,,0,,,,,,,,[],,,,
1236791012892086273,1236791012892086273,2020-03-08 23:08:50 UTC,2020-03-08,23:08:50,+0000,1689516060,vincent13031925,vincentyu.eth,,Tesla Solar Roof Brings Breathtaking Beauty To Your Property   And of cuz huge benefit from economical way!! @elonmusk   $TSLA #Tesla #SolarRoof   https://t.co/hsbyUft7MG,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['https://www.tesmanian.com/blogs/tesmanian-blog/tesla-solar-roof-brings-breathtaking-beauty-to-your-property'],[],3,9,73,"['tesla', 'solarroof']",['tsla'],https://twitter.com/vincent13031925/status/1236791012892086273,False,,0,,,,,,,,[],,,,
1236790767655542785,1236790767655542785,2020-03-08 23:07:52 UTC,2020-03-08,23:07:52,+0000,959471389282578432,evafoxu,Eva Fox 狐🦊❤️🇺🇦,,"Tesla Solar Roof is not just an impressive technological achievement, it is a smart decision to make your roof fully functional and aesthetically beautiful☀️🏡❤️  @Tesla @elonmusk 🌿  #Tesla #SolarRoof #Solarglass   https://t.co/frK1Jwmgqh",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['https://www.tesmanian.com/blogs/tesmanian-blog/tesla-solar-roof-brings-breathtaking-beauty-to-your-property'],[],23,77,807,"['tesla', 'solarroof', 'solarglass']",[],https://twitter.com/EvaFoxU/status/1236790767655542785,False,,0,,,,,,,,[],,,,
1236779674530955270,1236779674530955270,2020-03-08 22:23:47 UTC,2020-03-08,22:23:47,+0000,220016580,htsfhickey,fred hickey,,"Wow,what a Sunday night start. Dow futures down over 1,000 pts., cryptos down hard, gold +$20, silver up nicely. Russia,Saudi oil price war is a shocker. Gasoline prices will plunge too and that will hurt Elon Musk's Tesla - as cheap gasoline-powered cars make EVs less attractive",en,[],[],[],14,33,155,[],[],https://twitter.com/htsfhickey/status/1236779674530955270,False,,0,,,,,,,,[],,,,
1236778091902574592,1236778091902574592,2020-03-08 22:17:29 UTC,2020-03-08,22:17:29,+0000,1052869334509469696,teslahistorian,The Short Shorts Historian,,"Tesla on the news - 1 year ago:  'He added that the electric-car maker reminded him of the scene in ""Titanic"" in which ""the engineer shows the captain why 'it's a mathematical certainty' that the ship will sink, yet the band calmly plays on."" '   https://t.co/FJLwgqi2xY",en,[],['https://markets.businessinsider.com/news/stocks/tesla-stock-price-wont-have-profitable-quarter-whitney-tilson-2019-3-1028015977'],[],3,6,78,[],[],https://twitter.com/TeslaHistorian/status/1236778091902574592,False,,0,,,,,,,,[],,,,
1236775027221000192,1236775027221000192,2020-03-08 22:05:19 UTC,2020-03-08,22:05:19,+0000,1689516060,vincent13031925,vincentyu.eth,,Your Tesla Can Now Play All PC Games For Free  $TSLA #Tesla #ModelS #Model3 #ModelX  Detail:  https://t.co/LOVUKFawJ4,en,[],['https://www.tesmanian.com/blogs/tesmanian-blog/play-all-pc-games-on-your-tesla-now-for-free'],[],10,51,347,"['tesla', 'models', 'model3', 'modelx']",['tsla'],https://twitter.com/vincent13031925/status/1236775027221000192,False,,0,,,,,,,,[],,,,
1236772233730637824,1236772233730637824,2020-03-08 21:54:13 UTC,2020-03-08,21:54:13,+0000,1884013189,pharmdca,PharmD,,Great Birthday Gift from Wifey and Family! 👍❤️#Tesla #Birthday #surprise for delivery on my Birthday! #Family  https://t.co/aNV6o5zBxf,en,[],[],['https://pbs.twimg.com/media/ESnlxwIUUAE-XFp.jpg'],49,4,168,"['tesla', 'birthday', 'surprise', 'family']",[],https://twitter.com/Pharmdca/status/1236772233730637824,False,,1,https://pbs.twimg.com/media/ESnlxwIUUAE-XFp.jpg,,,,,,,[],,,,
1236762582662270976,1236762582662270976,2020-03-08 21:15:52 UTC,2020-03-08,21:15:52,+0000,1689516060,vincent13031925,vincentyu.eth,,Tesla Gigafactory 4 Berlin Is Busy With Many Heavy Construction Machines  $TSLA #Tesla #GF4 #Germany   https://t.co/5iSzgtGdiX,en,[],['https://www.tesmanian.com/blogs/tesmanian-blog/tesla-giga-4-berlin-is-busy-with-many-heavy-construction-machines'],[],3,29,188,"['tesla', 'gf4', 'germany']",['tsla'],https://twitter.com/vincent13031925/status/1236762582662270976,False,,0,,,,,,,,[],,,,
