id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1098003404163448832,1098003404163448832,2019-02-19 23:36:26 UTC,2019-02-19,23:36:26,+0000,349249475,gerberkawasaki,Ross Gerber,,Nobody is thinking about Tesla as a services company... But eventually this will be a huge source of revenue. $TSLA  https://t.co/EFn0ffhs7S,en,[],['https://www.forbes.com/sites/greatspeculations/2018/09/12/pay-attention-to-teslas-potential-as-a-service-business-not-musks-antics/#ed10f291feda'],[],18,27,119,[],['tsla'],https://twitter.com/GerberKawasaki/status/1098003404163448832,False,,0,,,,,,,,[],,,,
1097999511568363521,1097999511568363521,2019-02-19 23:20:58 UTC,2019-02-19,23:20:58,+0000,874913006,msdanifernandez,Dani Fernandez,,@PFTompkins not gonna lie I thought this nikola tesla doll was u  https://t.co/8MLyHs587y,en,[],[],['https://pbs.twimg.com/media/Dzzgu1LUUAEJTRV.jpg'],3,2,110,[],[],https://twitter.com/msdanifernandez/status/1097999511568363521,False,,1,https://pbs.twimg.com/media/Dzzgu1LUUAEJTRV.jpg,,,,,,,[],,,,
1097998759823376385,1097998759823376385,2019-02-19 23:17:58 UTC,2019-02-19,23:17:58,+0000,14847096,domenick_y,Domenick,,Lots of bold predictions from @Tesla CEO @elonmusk in this podcast from @ARKInvest.  Check it out!  https://t.co/B2gj0unOVq  https://t.co/AUQiinew6B,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'arkinvest', 'name': 'ark invest', 'id': '2398137084'}]",['https://insideevs.com/musk-tesla-full-self-driving-end-2020/'],['https://pbs.twimg.com/media/DzzgDD0WoAAReHP.jpg'],4,13,73,[],[],https://twitter.com/Domenick_Y/status/1097998759823376385,False,,1,https://pbs.twimg.com/media/DzzgDD0WoAAReHP.jpg,,,,,,,[],,,,
1097987705928073216,1097987705928073216,2019-02-19 22:34:03 UTC,2019-02-19,22:34:03,+0000,944546242058743808,kriptoemre,Kripto Emre,,"Tesla'nın CEO'su Elon Musk, katıldığı bir Podcast'te kağıt paraların yok olacağını ve yerine kriptoların geleceğini söyledi. Kaynak:  https://t.co/rrRnnfqovC",tr,[],['https://www.theblockcrypto.com/tiny/elon-musk-thinks-paper-money-is-going-away-and-crypto-will-take-its-place/'],[],4,18,110,[],[],https://twitter.com/kriptoemre/status/1097987705928073216,False,,0,,,,,,,,[],,,,
1097987319200591872,1097987319200591872,2019-02-19 22:32:31 UTC,2019-02-19,22:32:31,+0000,18055351,snazzyq,Quinn Nelson,,"Fun fact: Tesla once sold a “low-cost” $49K Model S with a 40kWh battery and 160 mi. range. It was a software-locked 60 kWh pack and could be upgraded for $10,000. It had no GPS mapping, backup camera, nor Supercharging.  It was discontinued after just 400 sold citing low demand.  https://t.co/tiuX6IJZmm",en,[],[],"['https://pbs.twimg.com/media/DzzVpHTVYAErtcz.jpg', 'https://pbs.twimg.com/media/DzzVpGAU8AAH62q.jpg']",9,7,214,[],[],https://twitter.com/SnazzyQ/status/1097987319200591872,False,,1,https://pbs.twimg.com/media/DzzVpHTVYAErtcz.jpg,,,,,,,[],,,,
1097985295503503360,1097985295503503360,2019-02-19 22:24:28 UTC,2019-02-19,22:24:28,+0000,998140573008695296,28delayslater,🇺🇦 🦊 Earl of FrunkPuppy 🇺🇦,,$TSLAQ tweets that have hit a demand cliff and fallen:  -homologation -tax credit phase out -Martin Tripp  -Grimes  -demand cliff  -Fremont production  -unhinged Elon -panel gaps  -imminent bankruptcy  -capital raise   #tesla $TSLA,en,[],[],[],7,7,91,['tesla'],"['tslaq', 'tsla']",https://twitter.com/28delayslater/status/1097985295503503360,False,,0,,,,,,,,[],,,,
1097981548261912576,1097981548261912576,2019-02-19 22:09:35 UTC,2019-02-19,22:09:35,+0000,1060049746713182208,eliburton_,Eli Burton,,"After a #Tesla, this is the second funnest thing money can buy. Thanks @elonmusk  https://t.co/FO1fEOgWEw",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],['https://pbs.twimg.com/media/DzzQZMzUUAAZVi0.jpg'],8,18,107,['tesla'],[],https://twitter.com/EliBurton_/status/1097981548261912576,False,,1,https://pbs.twimg.com/media/DzzQZMzUUAAZVi0.jpg,,,,,,,[],,,,
1097978097289383941,1097978097289383941,2019-02-19 21:55:52 UTC,2019-02-19,21:55:52,+0000,18762152,willfealey,Will Fealey ☀️⚡️🔋🌍🚗,,"Yo @elonmusk, can Tesla buy this factory in the UK?  https://t.co/9tJTM77lzE Thanks, all current and future Tesla owners in the UK.",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['https://www.bbc.co.uk/news/business-47282603'],[],18,41,130,[],[],https://twitter.com/WillFealey/status/1097978097289383941,False,,0,,,,,,,,[],,,,
1097975625950920706,1097968617847701505,2019-02-19 21:46:03 UTC,2019-02-19,21:46:03,+0000,28406270,kumailn,Kumail Nanjiani,,"@karldeveaux I’m very sorry to hear that Karl. We’ll expedite your complaint to Kumail Nanjiani Industries to ensure that you never waste your time again. Please provide your home address so we can ship you an apology Tesla.   Sincerely,    CEO of KNI",en,[],[],[],4,0,61,[],[],https://twitter.com/kumailn/status/1097975625950920706,False,,0,,,,,,,,"[{'screen_name': 'karldeveaux', 'name': 'Karl', 'id': '236519801'}]",,,,
1097964215137173506,1097964215137173506,2019-02-19 21:00:42 UTC,2019-02-19,21:00:42,+0000,951062029,michaelgalanin,Space Explorer Mike 🇺🇦,,"""If you want to find the secrets of the universe, think in terms of energy, frequency, and vibration."" - Nikola Tesla",en,[],[],[],15,367,1222,[],[],https://twitter.com/MichaelGalanin/status/1097964215137173506,False,,0,,,,,,,,[],,,,
