,date,pos_mean_replies,pos_mean_retweet,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neg_mean_likes,neg_mean_replies,neg_mean_retweet,pos_mean_replies,pos_mean_retweet,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neg_mean_likes,neg_mean_replies,neg_mean_retweet,pos_mean_replies,pos_mean_retweet,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neg_mean_likes,neg_mean_replies,neg_mean_retweet,pos_mean_replies,pos_mean_retweet,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neg_mean_likes,neg_mean_replies,neg_mean_retweet,pos_mean_replies,pos_mean_retweet,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neg_mean_likes,neg_mean_replies,neg_mean_retweet,Diff
23,20170130,3.8366370167,14.3362347943,62.9265144484,6.490780030399999,18.9276571978,25.24801305197,0.8725825110900001,4.3361077497,20.266334778571427,199.18725332571427,83.8256244487857,4.814317316142857,46.724789350428566,5.0445703941857145,0.2050626929,2.516528535442857,3.8366370167,14.3362347943,62.9265144484,6.490780030399999,18.9276571978,25.24801305197,0.8725825110900001,4.3361077497,0.7855524307999999,14.3466213414,82.91253394700001,2.493661545,32.950183725,14.44889765614,0.2207862474799999,4.003197436020001,1.305712868222222,31.89215106755556,158.901576636,1.7719998535555554,43.50925440266666,3.2120578261666664,0.0333984645222222,0.7097058634666666,-1.0
24,20170131,20.266334778571427,199.18725332571427,83.8256244487857,4.814317316142857,46.724789350428566,5.0445703941857145,0.2050626929,2.516528535442857,46.5808499925,1486.7941536083335,2807.8251561150005,67.60448597083335,2130.088827515,49.28045133030833,1.2313256817083331,35.700180661325,20.266334778571427,199.18725332571427,83.8256244487857,4.814317316142857,46.724789350428566,5.0445703941857145,0.2050626929,2.516528535442857,3.8366370167,14.3362347943,62.9265144484,6.490780030399999,18.9276571978,25.24801305197,0.8725825110900001,4.3361077497,0.7855524307999999,14.3466213414,82.91253394700001,2.493661545,32.950183725,14.44889765614,0.2207862474799999,4.003197436020001,-1.0
25,20170201,46.5808499925,1486.7941536083335,2807.8251561150005,67.60448597083335,2130.088827515,49.28045133030833,1.2313256817083331,35.700180661325,1.5272569416,41.5870810894,192.987191249,14.49216875,119.945769051,147.95845239012,10.08057495142,103.16716060145,46.5808499925,1486.7941536083335,2807.8251561150005,67.60448597083335,2130.088827515,49.28045133030833,1.2313256817083331,35.700180661325,20.266334778571427,199.18725332571427,83.8256244487857,4.814317316142857,46.724789350428566,5.0445703941857145,0.2050626929,2.516528535442857,3.8366370167,14.3362347943,62.9265144484,6.490780030399999,18.9276571978,25.24801305197,0.8725825110900001,4.3361077497,-1.0
26,20170202,1.5272569416,41.5870810894,192.987191249,14.49216875,119.945769051,147.95845239012,10.08057495142,103.16716060145,9.61699493453846,167.92667299515384,488.3459955269231,12.36758025846154,294.2597352846154,148.96223617457696,2.476962818876923,120.35204347191537,1.5272569416,41.5870810894,192.987191249,14.49216875,119.945769051,147.95845239012,10.08057495142,103.16716060145,46.5808499925,1486.7941536083335,2807.8251561150005,67.60448597083335,2130.088827515,49.28045133030833,1.2313256817083331,35.700180661325,20.266334778571427,199.18725332571427,83.8256244487857,4.814317316142857,46.724789350428566,5.0445703941857145,0.2050626929,2.516528535442857,-1.0
27,20170203,9.61699493453846,167.92667299515384,488.3459955269231,12.36758025846154,294.2597352846154,148.96223617457696,2.476962818876923,120.35204347191537,2.396665323242857,25.02328321772857,46.78196274571429,1.5924781682142857,17.77507575407143,13.465271421142855,0.4394278200428571,3.130211484892857,9.61699493453846,167.92667299515384,488.3459955269231,12.36758025846154,294.2597352846154,148.96223617457696,2.476962818876923,120.35204347191537,1.5272569416,41.5870810894,192.987191249,14.49216875,119.945769051,147.95845239012,10.08057495142,103.16716060145,46.5808499925,1486.7941536083335,2807.8251561150005,67.60448597083335,2130.088827515,49.28045133030833,1.2313256817083331,35.700180661325,1.0
30,20170206,2.1134329083333334,16.915113699516667,151.89605039083332,4.014142956666666,59.433472465,37.91366911666668,2.455757397791667,24.234746878808338,6.893049814349998,102.69788603468334,128.86176793750002,5.127142191,55.49691430266666,47.384067072725,7.313142093566667,16.721872284175003,2.1134329083333334,16.915113699516667,151.89605039083332,4.014142956666666,59.433472465,37.91366911666668,2.455757397791667,24.234746878808338,1.0382144482307694,25.95290922923077,76.83815094076922,3.2918567461538464,35.77257814538462,10.781662998046157,0.8237747645615384,2.197588950976923,2.396665323242857,25.02328321772857,46.78196274571429,1.5924781682142857,17.77507575407143,13.465271421142855,0.4394278200428571,3.130211484892857,1.0
31,20170207,6.893049814349998,102.69788603468334,128.86176793750002,5.127142191,55.49691430266666,47.384067072725,7.313142093566667,16.721872284175003,6.214088997199999,45.34874518066666,203.5218768928,6.191277500933335,51.664682627733335,26.168311974026665,0.9279662329666668,8.786567741406664,6.893049814349998,102.69788603468334,128.86176793750002,5.127142191,55.49691430266666,47.384067072725,7.313142093566667,16.721872284175003,2.1134329083333334,16.915113699516667,151.89605039083332,4.014142956666666,59.433472465,37.91366911666668,2.455757397791667,24.234746878808338,1.0382144482307694,25.95290922923077,76.83815094076922,3.2918567461538464,35.77257814538462,10.781662998046157,0.8237747645615384,2.197588950976923,1.0
32,20170208,6.214088997199999,45.34874518066666,203.5218768928,6.191277500933335,51.664682627733335,26.168311974026665,0.9279662329666668,8.786567741406664,0.5286891431428572,20.24471417457143,58.71331151142856,1.7709919485714285,22.026795161428574,21.731717998042857,0.4146048229428571,1.299921242842857,6.214088997199999,45.34874518066666,203.5218768928,6.191277500933335,51.664682627733335,26.168311974026665,0.9279662329666668,8.786567741406664,6.893049814349998,102.69788603468334,128.86176793750002,5.127142191,55.49691430266666,47.384067072725,7.313142093566667,16.721872284175003,2.1134329083333334,16.915113699516667,151.89605039083332,4.014142956666666,59.433472465,37.91366911666668,2.455757397791667,24.234746878808338,1.0
33,20170209,0.5286891431428572,20.24471417457143,58.71331151142856,1.7709919485714285,22.026795161428574,21.731717998042857,0.4146048229428571,1.299921242842857,3.3245992730500005,45.81644037145,190.9659507605,6.423539905,68.02253309700001,13.392719264215,0.9018616626499998,6.111037730064998,0.5286891431428572,20.24471417457143,58.71331151142856,1.7709919485714285,22.026795161428574,21.731717998042857,0.4146048229428571,1.299921242842857,6.214088997199999,45.34874518066666,203.5218768928,6.191277500933335,51.664682627733335,26.168311974026665,0.9279662329666668,8.786567741406664,6.893049814349998,102.69788603468334,128.86176793750002,5.127142191,55.49691430266666,47.384067072725,7.313142093566667,16.721872284175003,1.0
34,20170210,3.3245992730500005,45.81644037145,190.9659507605,6.423539905,68.02253309700001,13.392719264215,0.9018616626499998,6.111037730064998,24.739562426434787,260.054700920087,346.7273288216087,14.63373427047826,127.66831691908698,7.514106880473914,0.3223551877565218,2.1030670351173906,3.3245992730500005,45.81644037145,190.9659507605,6.423539905,68.02253309700001,13.392719264215,0.9018616626499998,6.111037730064998,0.5286891431428572,20.24471417457143,58.71331151142856,1.7709919485714285,22.026795161428574,21.731717998042857,0.4146048229428571,1.299921242842857,6.214088997199999,45.34874518066666,203.5218768928,6.191277500933335,51.664682627733335,26.168311974026665,0.9279662329666668,8.786567741406664,1.0
37,20170213,10.389500547294118,48.12412489988235,515.0348245895295,22.52423558847059,126.93441761870592,44.4151943446353,0.6744996669117647,13.70615569560588,2.14526892,23.784878487058823,410.13682325823527,10.967998877588236,112.11398597817649,20.60921838863529,0.6514381923058823,5.865845699358823,10.389500547294118,48.12412489988235,515.0348245895295,22.52423558847059,126.93441761870592,44.4151943446353,0.6744996669117647,13.70615569560588,6.145399667666666,69.10030183793334,104.92515160026667,2.5652246319333334,41.71676261226667,18.10407313816,0.2893761007733333,3.0496072479866667,24.739562426434787,260.054700920087,346.7273288216087,14.63373427047826,127.66831691908698,7.514106880473914,0.3223551877565218,2.1030670351173906,1.0
38,20170214,2.14526892,23.784878487058823,410.13682325823527,10.967998877588236,112.11398597817649,20.60921838863529,0.6514381923058823,5.865845699358823,11.555134463038463,59.95035270626924,135.7651613526923,4.460728832692308,25.90192664315385,7.845475536476924,0.4456748888923077,5.993874348692308,2.14526892,23.784878487058823,410.13682325823527,10.967998877588236,112.11398597817649,20.60921838863529,0.6514381923058823,5.865845699358823,10.389500547294118,48.12412489988235,515.0348245895295,22.52423558847059,126.93441761870592,44.4151943446353,0.6744996669117647,13.70615569560588,6.145399667666666,69.10030183793334,104.92515160026667,2.5652246319333334,41.71676261226667,18.10407313816,0.2893761007733333,3.0496072479866667,1.0
39,20170215,11.555134463038463,59.95035270626924,135.7651613526923,4.460728832692308,25.90192664315385,7.845475536476924,0.4456748888923077,5.993874348692308,1.3606351116,21.7132685864,128.6629506402,3.9611389841999993,33.6337269894,9.51794511078,1.07822587696,4.553004867149999,11.555134463038463,59.95035270626924,135.7651613526923,4.460728832692308,25.90192664315385,7.845475536476924,0.4456748888923077,5.993874348692308,2.14526892,23.784878487058823,410.13682325823527,10.967998877588236,112.11398597817649,20.60921838863529,0.6514381923058823,5.865845699358823,10.389500547294118,48.12412489988235,515.0348245895295,22.52423558847059,126.93441761870592,44.4151943446353,0.6744996669117647,13.70615569560588,1.0
40,20170216,1.3606351116,21.7132685864,128.6629506402,3.9611389841999993,33.6337269894,9.51794511078,1.07822587696,4.553004867149999,25.430282823176476,46.837992103705886,146.52243163882352,5.879563580294117,37.82723730558824,12.10091262005294,0.4548592641235294,1.864181422329412,1.3606351116,21.7132685864,128.6629506402,3.9611389841999993,33.6337269894,9.51794511078,1.07822587696,4.553004867149999,11.555134463038463,59.95035270626924,135.7651613526923,4.460728832692308,25.90192664315385,7.845475536476924,0.4456748888923077,5.993874348692308,2.14526892,23.784878487058823,410.13682325823527,10.967998877588236,112.11398597817649,20.60921838863529,0.6514381923058823,5.865845699358823,-1.0
41,20170217,25.430282823176476,46.837992103705886,146.52243163882352,5.879563580294117,37.82723730558824,12.10091262005294,0.4548592641235294,1.864181422329412,0.59238899625,39.9110632715,297.5914185225,2.3029491625,148.76171652375004,33.64024790896249,0.2296616360874999,18.577205743675,25.430282823176476,46.837992103705886,146.52243163882352,5.879563580294117,37.82723730558824,12.10091262005294,0.4548592641235294,1.864181422329412,1.3606351116,21.7132685864,128.6629506402,3.9611389841999993,33.6337269894,9.51794511078,1.07822587696,4.553004867149999,11.555134463038463,59.95035270626924,135.7651613526923,4.460728832692308,25.90192664315385,7.845475536476924,0.4456748888923077,5.993874348692308,-1.0
45,20170221,5.326277898666666,32.60833134466667,151.96966869666664,4.179619236266666,69.43555971573333,30.6142499318,0.6941027854066666,10.089442535039998,4.480695757222223,57.58180577966667,132.62766233444444,10.964936553888888,164.8294252016667,3.9932139855666673,0.2765897413888888,3.699881693316667,5.326277898666666,32.60833134466667,151.96966869666664,4.179619236266666,69.43555971573333,30.6142499318,0.6941027854066666,10.089442535039998,2.7270535620666663,23.6657739476,75.35131501186667,4.631611722600001,64.36675698486665,11.884550419653332,0.5080015629733333,6.034138792653332,85.78216517583333,1439.2857195660006,1138.7124190579168,17.757779462083334,268.99829825291664,156.68995309963336,2.3767274211083333,32.88273874195,1.0
46,20170222,4.480695757222223,57.58180577966667,132.62766233444444,10.964936553888888,164.8294252016667,3.9932139855666673,0.2765897413888888,3.699881693316667,7.479463044000001,107.49421761288887,232.5458536893333,5.875372545333334,124.4246641962222,31.180748783911117,1.2007195427777777,18.303332290044445,4.480695757222223,57.58180577966667,132.62766233444444,10.964936553888888,164.8294252016667,3.9932139855666673,0.2765897413888888,3.699881693316667,5.326277898666666,32.60833134466667,151.96966869666664,4.179619236266666,69.43555971573333,30.6142499318,0.6941027854066666,10.089442535039998,2.7270535620666663,23.6657739476,75.35131501186667,4.631611722600001,64.36675698486665,11.884550419653332,0.5080015629733333,6.034138792653332,-1.0
47,20170223,7.479463044000001,107.49421761288887,232.5458536893333,5.875372545333334,124.4246641962222,31.180748783911117,1.2007195427777777,18.303332290044445,1.7392551111538463,20.29336827823077,64.30237982692307,1.9644832269230768,30.672013046923077,10.3800174277,0.5270308553076923,4.111542216653847,7.479463044000001,107.49421761288887,232.5458536893333,5.875372545333334,124.4246641962222,31.180748783911117,1.2007195427777777,18.303332290044445,4.480695757222223,57.58180577966667,132.62766233444444,10.964936553888888,164.8294252016667,3.9932139855666673,0.2765897413888888,3.699881693316667,5.326277898666666,32.60833134466667,151.96966869666664,4.179619236266666,69.43555971573333,30.6142499318,0.6941027854066666,10.089442535039998,-1.0
48,20170224,1.7392551111538463,20.29336827823077,64.30237982692307,1.9644832269230768,30.672013046923077,10.3800174277,0.5270308553076923,4.111542216653847,1.4478267676,25.6660686371,71.8139047254,2.2610731978,29.3594973458,23.90373054508,0.79109999336,5.67443482821,1.7392551111538463,20.29336827823077,64.30237982692307,1.9644832269230768,30.672013046923077,10.3800174277,0.5270308553076923,4.111542216653847,7.479463044000001,107.49421761288887,232.5458536893333,5.875372545333334,124.4246641962222,31.180748783911117,1.2007195427777777,18.303332290044445,4.480695757222223,57.58180577966667,132.62766233444444,10.964936553888888,164.8294252016667,3.9932139855666673,0.2765897413888888,3.699881693316667,-1.0
51,20170227,10.83207398136364,49.281552117,64.88810576413637,4.613266105454545,34.254227215090914,28.099824167222724,2.2364784227181818,16.873312248263634,1.7371456619285717,13.757873115071428,99.75140511928574,8.026396654285715,54.795838485,13.115820554214284,1.3793147756,8.66057278867857,10.83207398136364,49.281552117,64.88810576413637,4.613266105454545,34.254227215090914,28.099824167222724,2.2364784227181818,16.873312248263634,2.5922974767272726,29.273439938,75.97019235500001,3.677776174545455,40.28915158454545,5.521973969036363,0.4117443619136364,2.7101314054636365,1.4478267676,25.6660686371,71.8139047254,2.2610731978,29.3594973458,23.90373054508,0.79109999336,5.67443482821,-1.0
52,20170228,1.7371456619285717,13.757873115071428,99.75140511928574,8.026396654285715,54.795838485,13.115820554214284,1.3793147756,8.66057278867857,1.7912861653846155,28.451983358,97.8637626166154,3.375095421538461,50.96812898907693,81.96598288696921,4.141310724576924,3.11834945053077,1.7371456619285717,13.757873115071428,99.75140511928574,8.026396654285715,54.795838485,13.115820554214284,1.3793147756,8.66057278867857,10.83207398136364,49.281552117,64.88810576413637,4.613266105454545,34.254227215090914,28.099824167222724,2.2364784227181818,16.873312248263634,2.5922974767272726,29.273439938,75.97019235500001,3.677776174545455,40.28915158454545,5.521973969036363,0.4117443619136364,2.7101314054636365,-1.0
53,20170301,1.7912861653846155,28.451983358,97.8637626166154,3.375095421538461,50.96812898907693,81.96598288696921,4.141310724576924,3.11834945053077,27.88801669814286,88.40117965014285,89.4073923542857,2.6306979285714287,31.797237052857145,10.429344213485717,0.767000446057143,5.515870897857143,1.7912861653846155,28.451983358,97.8637626166154,3.375095421538461,50.96812898907693,81.96598288696921,4.141310724576924,3.11834945053077,1.7371456619285717,13.757873115071428,99.75140511928574,8.026396654285715,54.795838485,13.115820554214284,1.3793147756,8.66057278867857,10.83207398136364,49.281552117,64.88810576413637,4.613266105454545,34.254227215090914,28.099824167222724,2.2364784227181818,16.873312248263634,-1.0
54,20170302,27.88801669814286,88.40117965014285,89.4073923542857,2.6306979285714287,31.797237052857145,10.429344213485717,0.767000446057143,5.515870897857143,1.2055057347142857,16.487670543857142,55.92522385714285,3.5094148685714286,27.64848959142857,11.033336120457143,1.4279369407142857,3.435271999342857,27.88801669814286,88.40117965014285,89.4073923542857,2.6306979285714287,31.797237052857145,10.429344213485717,0.767000446057143,5.515870897857143,1.7912861653846155,28.451983358,97.8637626166154,3.375095421538461,50.96812898907693,81.96598288696921,4.141310724576924,3.11834945053077,1.7371456619285717,13.757873115071428,99.75140511928574,8.026396654285715,54.795838485,13.115820554214284,1.3793147756,8.66057278867857,1.0
55,20170303,1.2055057347142857,16.487670543857142,55.92522385714285,3.5094148685714286,27.64848959142857,11.033336120457143,1.4279369407142857,3.435271999342857,1.1032717735882351,14.516621454941175,88.8256311252941,3.5258057102352938,47.496050754588246,23.72444525018824,0.429745737782353,6.752029528041176,1.2055057347142857,16.487670543857142,55.92522385714285,3.5094148685714286,27.64848959142857,11.033336120457143,1.4279369407142857,3.435271999342857,27.88801669814286,88.40117965014285,89.4073923542857,2.6306979285714287,31.797237052857145,10.429344213485717,0.767000446057143,5.515870897857143,1.7912861653846155,28.451983358,97.8637626166154,3.375095421538461,50.96812898907693,81.96598288696921,4.141310724576924,3.11834945053077,1.0
58,20170306,21.958914776357144,91.54360846528571,131.2050125552143,6.601612682857144,48.08021703721429,25.29609086464286,2.225185886657143,14.519027418064288,1.465619192142857,13.906401041,116.61869107428572,10.947935902857145,66.95714588514286,69.52651220099999,12.443587391428569,51.56502913128571,21.958914776357144,91.54360846528571,131.2050125552143,6.601612682857144,48.08021703721429,25.29609086464286,2.225185886657143,14.519027418064288,0.7708004141666667,23.6041008625,161.89580567483333,1.333619900333333,17.821828846,10.322069423,0.0622464455,0.7407370085,1.1032717735882351,14.516621454941175,88.8256311252941,3.5258057102352938,47.496050754588246,23.72444525018824,0.429745737782353,6.752029528041176,1.0
59,20170307,1.465619192142857,13.906401041,116.61869107428572,10.947935902857145,66.95714588514286,69.52651220099999,12.443587391428569,51.56502913128571,46.11143235553845,136.64298077923078,407.4849940579231,12.104193221461534,56.26360851123077,17.89643804884615,0.553606610123077,2.401103182123077,1.465619192142857,13.906401041,116.61869107428572,10.947935902857145,66.95714588514286,69.52651220099999,12.443587391428569,51.56502913128571,21.958914776357144,91.54360846528571,131.2050125552143,6.601612682857144,48.08021703721429,25.29609086464286,2.225185886657143,14.519027418064288,0.7708004141666667,23.6041008625,161.89580567483333,1.333619900333333,17.821828846,10.322069423,0.0622464455,0.7407370085,-1.0
