,date,day7_pos_mean_likes,day7_pos_mean_replies,day7_pos_mean_retweet,day7_neu_mean_likes,day7_neu_mean_replies,day7_neu_mean_retweet,day7_neg_mean_likes,day7_neg_mean_replies,day7_neg_mean_retweet,day6_pos_mean_likes,day6_pos_mean_replies,day6_pos_mean_retweet,day6_neu_mean_likes,day6_neu_mean_replies,day6_neu_mean_retweet,day6_neg_mean_likes,day6_neg_mean_replies,day6_neg_mean_retweet,day5_pos_mean_likes,day5_pos_mean_replies,day5_pos_mean_retweet,day5_neu_mean_likes,day5_neu_mean_replies,day5_neu_mean_retweet,day5_neg_mean_likes,day5_neg_mean_replies,day5_neg_mean_retweet,day4_pos_mean_likes,day4_pos_mean_replies,day4_pos_mean_retweet,day4_neu_mean_likes,day4_neu_mean_replies,day4_neu_mean_retweet,day4_neg_mean_likes,day4_neg_mean_replies,day4_neg_mean_retweet,day3_pos_mean_likes,day3_pos_mean_replies,day3_pos_mean_retweet,day3_neu_mean_likes,day3_neu_mean_replies,day3_neu_mean_retweet,day3_neg_mean_likes,day3_neg_mean_replies,day3_neg_mean_retweet,day2_pos_mean_likes,day2_pos_mean_replies,day2_pos_mean_retweet,day2_neu_mean_likes,day2_neu_mean_replies,day2_neu_mean_retweet,day2_neg_mean_likes,day2_neg_mean_replies,day2_neg_mean_retweet,day1_pos_mean_likes,day1_pos_mean_replies,day1_pos_mean_retweet,day1_neu_mean_likes,day1_neu_mean_replies,day1_neu_mean_retweet,day1_neg_mean_likes,day1_neg_mean_replies,day1_neg_mean_retweet,Diff
15,20170124,3.533224512400781,2.5194036943181826,3.62358620453932,3.129278508041391,3.1627202625,3.1044208649797573,1.029804599806757,2.010183506311189,0.9643005224518464,2.732349436528713,2.374799346584015,2.529923039891748,2.860327546375608,2.916458518860458,2.9771309146421125,0.2896760559095941,0.5910951008968609,0.3752990149164774,2.934624222861618,2.5077539419954653,2.368992184589717,3.132123790252441,3.613843604535148,3.655585752230167,0.5999186713287267,0.5450691382675736,0.6420887738787878,0.895434476787736,0.8103865639452331,1.1909999291862892,2.4596329289663985,2.5068733209939147,2.486595124499277,2.527285635047361,2.565093158382353,2.204758047013729,3.0671667488901466,2.731504782304527,3.5333283831103435,6.252933759466767,6.266289468724279,7.242861509710831,1.7910100700797331,2.113316684510288,0.3349206910972042,9.64212853778396,8.771922142857141,9.86396511778683,6.897518226703755,7.731510563492062,6.674545522063814,0.127019648175707,0.1632338912698412,0.1281558343312966,2.2776747954730987,3.061164865882353,2.8440406625000003,11.918981553988868,14.455333458823526,14.6160360609375,5.803343674174397,2.483503932941177,2.5399237608593745,1.0
16,20170125,1.7855260812575513,2.21930541875,2.2064281058789064,10.175185411951269,8.977852011904762,9.85236024453125,0.5392880672492949,1.3028424840476185,0.441211382580078,3.533224512400781,2.5194036943181826,3.62358620453932,3.129278508041391,3.1627202625,3.1044208649797573,1.029804599806757,2.010183506311189,0.9643005224518464,2.732349436528713,2.374799346584015,2.529923039891748,2.860327546375608,2.916458518860458,2.9771309146421125,0.2896760559095941,0.5910951008968609,0.3752990149164774,2.934624222861618,2.5077539419954653,2.368992184589717,3.132123790252441,3.613843604535148,3.655585752230167,0.5999186713287267,0.5450691382675736,0.6420887738787878,0.895434476787736,0.8103865639452331,1.1909999291862892,2.4596329289663985,2.5068733209939147,2.486595124499277,2.527285635047361,2.565093158382353,2.204758047013729,3.0671667488901466,2.731504782304527,3.5333283831103435,6.252933759466767,6.266289468724279,7.242861509710831,1.7910100700797331,2.113316684510288,0.3349206910972042,9.64212853778396,8.771922142857141,9.86396511778683,6.897518226703755,7.731510563492062,6.674545522063814,0.127019648175707,0.1632338912698412,0.1281558343312966,1.0
17,20170126,3.001375164648991,4.663260243650793,4.65578847701541,7.949053358479239,6.328570905555556,6.351715971192214,0.1606832329247957,0.1192802304365079,0.1036066953965936,1.7855260812575513,2.21930541875,2.2064281058789064,10.175185411951269,8.977852011904762,9.85236024453125,0.5392880672492949,1.3028424840476185,0.441211382580078,3.533224512400781,2.5194036943181826,3.62358620453932,3.129278508041391,3.1627202625,3.1044208649797573,1.029804599806757,2.010183506311189,0.9643005224518464,2.732349436528713,2.374799346584015,2.529923039891748,2.860327546375608,2.916458518860458,2.9771309146421125,0.2896760559095941,0.5910951008968609,0.3752990149164774,2.934624222861618,2.5077539419954653,2.368992184589717,3.132123790252441,3.613843604535148,3.655585752230167,0.5999186713287267,0.5450691382675736,0.6420887738787878,0.895434476787736,0.8103865639452331,1.1909999291862892,2.4596329289663985,2.5068733209939147,2.486595124499277,2.527285635047361,2.565093158382353,2.204758047013729,3.0671667488901466,2.731504782304527,3.5333283831103435,6.252933759466767,6.266289468724279,7.242861509710831,1.7910100700797331,2.113316684510288,0.3349206910972042,-1.0
18,20170127,3.2293863042280946,2.2444355165714285,2.796612347251462,5.765822944853964,7.12474727142857,6.423037763157895,1.0047912139179416,0.6308178499428571,0.7803503773918128,3.001375164648991,4.663260243650793,4.65578847701541,7.949053358479239,6.328570905555556,6.351715971192214,0.1606832329247957,0.1192802304365079,0.1036066953965936,1.7855260812575513,2.21930541875,2.2064281058789064,10.175185411951269,8.977852011904762,9.85236024453125,0.5392880672492949,1.3028424840476185,0.441211382580078,3.533224512400781,2.5194036943181826,3.62358620453932,3.129278508041391,3.1627202625,3.1044208649797573,1.029804599806757,2.010183506311189,0.9643005224518464,2.732349436528713,2.374799346584015,2.529923039891748,2.860327546375608,2.916458518860458,2.9771309146421125,0.2896760559095941,0.5910951008968609,0.3752990149164774,2.934624222861618,2.5077539419954653,2.368992184589717,3.132123790252441,3.613843604535148,3.655585752230167,0.5999186713287267,0.5450691382675736,0.6420887738787878,0.895434476787736,0.8103865639452331,1.1909999291862892,2.4596329289663985,2.5068733209939147,2.486595124499277,2.527285635047361,2.565093158382353,2.204758047013729,-1.0
21,20170130,3.37023671186183,3.3632382666064977,3.392106394123641,4.877490847386524,4.8811903228038505,4.859776933026853,0.085605383866292,0.0889043813507822,0.0814496147962058,12.877757930993122,11.44990665456013,11.454126125687996,1.3280358752976191,2.719953285956416,2.6868769034173985,0.0799203167646659,0.1158546287570621,0.1447112441312741,2.639855313171953,3.4255687649107145,3.812828402739362,5.2526305883472455,5.795339312857143,5.033951382393617,2.10751361034808,0.7790915277589285,1.1532201461968083,3.2293863042280946,2.2444355165714285,2.796612347251462,5.765822944853964,7.12474727142857,6.423037763157895,1.0047912139179416,0.6308178499428571,0.7803503773918128,3.001375164648991,4.663260243650793,4.65578847701541,7.949053358479239,6.328570905555556,6.351715971192214,0.1606832329247957,0.1192802304365079,0.1036066953965936,1.7855260812575513,2.21930541875,2.2064281058789064,10.175185411951269,8.977852011904762,9.85236024453125,0.5392880672492949,1.3028424840476185,0.441211382580078,3.533224512400781,2.5194036943181826,3.62358620453932,3.129278508041391,3.1627202625,3.1044208649797573,1.029804599806757,2.010183506311189,0.9643005224518464,-1.0
22,20170131,1.996581498693662,0.5851559163218392,1.571102421208916,4.53021575701878,5.552555076628353,4.531385306044578,3.4732031077492964,3.862289253417624,3.8975126785587455,3.37023671186183,3.3632382666064977,3.392106394123641,4.877490847386524,4.8811903228038505,4.859776933026853,0.085605383866292,0.0889043813507822,0.0814496147962058,12.877757930993122,11.44990665456013,11.454126125687996,1.3280358752976191,2.719953285956416,2.6868769034173985,0.0799203167646659,0.1158546287570621,0.1447112441312741,2.639855313171953,3.4255687649107145,3.812828402739362,5.2526305883472455,5.795339312857143,5.033951382393617,2.10751361034808,0.7790915277589285,1.1532201461968083,3.2293863042280946,2.2444355165714285,2.796612347251462,5.765822944853964,7.12474727142857,6.423037763157895,1.0047912139179416,0.6308178499428571,0.7803503773918128,3.001375164648991,4.663260243650793,4.65578847701541,7.949053358479239,6.328570905555556,6.351715971192214,0.1606832329247957,0.1192802304365079,0.1036066953965936,1.7855260812575513,2.21930541875,2.2064281058789064,10.175185411951269,8.977852011904762,9.85236024453125,0.5392880672492949,1.3028424840476185,0.441211382580078,-1.0
23,20170201,2.652704240622148,3.024212243565553,2.217439231416266,3.861663731827637,3.889176181906145,3.885642879765158,1.177939555389664,0.7789191254329949,1.589225451893772,1.996581498693662,0.5851559163218392,1.571102421208916,4.53021575701878,5.552555076628353,4.531385306044578,3.4732031077492964,3.862289253417624,3.8975126785587455,3.37023671186183,3.3632382666064977,3.392106394123641,4.877490847386524,4.8811903228038505,4.859776933026853,0.085605383866292,0.0889043813507822,0.0814496147962058,12.877757930993122,11.44990665456013,11.454126125687996,1.3280358752976191,2.719953285956416,2.6868769034173985,0.0799203167646659,0.1158546287570621,0.1447112441312741,2.639855313171953,3.4255687649107145,3.812828402739362,5.2526305883472455,5.795339312857143,5.033951382393617,2.10751361034808,0.7790915277589285,1.1532201461968083,3.2293863042280946,2.2444355165714285,2.796612347251462,5.765822944853964,7.12474727142857,6.423037763157895,1.0047912139179416,0.6308178499428571,0.7803503773918128,3.001375164648991,4.663260243650793,4.65578847701541,7.949053358479239,6.328570905555556,6.351715971192214,0.1606832329247957,0.1192802304365079,0.1036066953965936,0.0
24,20170202,3.317635797004082,3.865589231036867,3.891645912554987,2.9702833489342404,2.56851317453917,2.7643974734170187,0.8549378680090705,0.7087545484562213,0.4868136057376138,2.652704240622148,3.024212243565553,2.217439231416266,3.861663731827637,3.889176181906145,3.885642879765158,1.177939555389664,0.7789191254329949,1.589225451893772,1.996581498693662,0.5851559163218392,1.571102421208916,4.53021575701878,5.552555076628353,4.531385306044578,3.4732031077492964,3.862289253417624,3.8975126785587455,3.37023671186183,3.3632382666064977,3.392106394123641,4.877490847386524,4.8811903228038505,4.859776933026853,0.085605383866292,0.0889043813507822,0.0814496147962058,12.877757930993122,11.44990665456013,11.454126125687996,1.3280358752976191,2.719953285956416,2.6868769034173985,0.0799203167646659,0.1158546287570621,0.1447112441312741,2.639855313171953,3.4255687649107145,3.812828402739362,5.2526305883472455,5.795339312857143,5.033951382393617,2.10751361034808,0.7790915277589285,1.1532201461968083,3.2293863042280946,2.2444355165714285,2.796612347251462,5.765822944853964,7.12474727142857,6.423037763157895,1.0047912139179416,0.6308178499428571,0.7803503773918128,-1.0
25,20170203,2.150257466690994,1.5495738033295063,3.123093770063871,4.860098098720382,4.913219024110218,4.304762713042672,0.681952118788498,1.2295145739724456,0.2644511373016754,3.317635797004082,3.865589231036867,3.891645912554987,2.9702833489342404,2.56851317453917,2.7643974734170187,0.8549378680090705,0.7087545484562213,0.4868136057376138,2.652704240622148,3.024212243565553,2.217439231416266,3.861663731827637,3.889176181906145,3.885642879765158,1.177939555389664,0.7789191254329949,1.589225451893772,1.996581498693662,0.5851559163218392,1.571102421208916,4.53021575701878,5.552555076628353,4.531385306044578,3.4732031077492964,3.862289253417624,3.8975126785587455,3.37023671186183,3.3632382666064977,3.392106394123641,4.877490847386524,4.8811903228038505,4.859776933026853,0.085605383866292,0.0889043813507822,0.0814496147962058,12.877757930993122,11.44990665456013,11.454126125687996,1.3280358752976191,2.719953285956416,2.6868769034173985,0.0799203167646659,0.1158546287570621,0.1447112441312741,2.639855313171953,3.4255687649107145,3.812828402739362,5.2526305883472455,5.795339312857143,5.033951382393617,2.10751361034808,0.7790915277589285,1.1532201461968083,1.0
28,20170206,2.462965970989507,3.1070444986,2.8575138740180632,3.724778127613469,3.095638750466668,3.255493549321572,0.4789222542830649,0.4639831164833333,0.5536589629115731,4.813344934244556,2.971142161357758,4.892705385168333,2.573632273567006,2.209975082327586,2.6439692378592983,0.9463564424350908,3.1522164196408045,0.7966589940054787,1.365282230763583,2.0518766100323624,1.4014178707138911,5.576213303628241,3.897226171521036,4.924065655758078,1.3918380732990698,2.38423048329288,2.0078497828341617,2.150257466690994,1.5495738033295063,3.123093770063871,4.860098098720382,4.913219024110218,4.304762713042672,0.681952118788498,1.2295145739724456,0.2644511373016754,3.317635797004082,3.865589231036867,3.891645912554987,2.9702833489342404,2.56851317453917,2.7643974734170187,0.8549378680090705,0.7087545484562213,0.4868136057376138,2.652704240622148,3.024212243565553,2.217439231416266,3.861663731827637,3.889176181906145,3.885642879765158,1.177939555389664,0.7789191254329949,1.589225451893772,1.996581498693662,0.5851559163218392,1.571102421208916,4.53021575701878,5.552555076628353,4.531385306044578,3.4732031077492964,3.862289253417624,3.8975126785587455,1.0
29,20170207,4.011764516803503,2.782574437593985,6.637611204777518,7.498507217296114,9.321010255639097,7.221900052927402,2.77544291162744,2.1821306470676687,0.426203686177986,2.462965970989507,3.1070444986,2.8575138740180632,3.724778127613469,3.095638750466668,3.255493549321572,0.4789222542830649,0.4639831164833333,0.5536589629115731,4.813344934244556,2.971142161357758,4.892705385168333,2.573632273567006,2.209975082327586,2.6439692378592983,0.9463564424350908,3.1522164196408045,0.7966589940054787,1.365282230763583,2.0518766100323624,1.4014178707138911,5.576213303628241,3.897226171521036,4.924065655758078,1.3918380732990698,2.38423048329288,2.0078497828341617,2.150257466690994,1.5495738033295063,3.123093770063871,4.860098098720382,4.913219024110218,4.304762713042672,0.681952118788498,1.2295145739724456,0.2644511373016754,3.317635797004082,3.865589231036867,3.891645912554987,2.9702833489342404,2.56851317453917,2.7643974734170187,0.8549378680090705,0.7087545484562213,0.4868136057376138,2.652704240622148,3.024212243565553,2.217439231416266,3.861663731827637,3.889176181906145,3.885642879765158,1.177939555389664,0.7789191254329949,1.589225451893772,1.0
30,20170208,2.189014658079092,1.5608447291314556,1.90981410468737,2.6267668605295738,3.015746434272301,2.8354536513964157,0.1842189719974552,0.4234092312910799,0.2547327107155064,4.011764516803503,2.782574437593985,6.637611204777518,7.498507217296114,9.321010255639097,7.221900052927402,2.77544291162744,2.1821306470676687,0.426203686177986,2.462965970989507,3.1070444986,2.8575138740180632,3.724778127613469,3.095638750466668,3.255493549321572,0.4789222542830649,0.4639831164833333,0.5536589629115731,4.813344934244556,2.971142161357758,4.892705385168333,2.573632273567006,2.209975082327586,2.6439692378592983,0.9463564424350908,3.1522164196408045,0.7966589940054787,1.365282230763583,2.0518766100323624,1.4014178707138911,5.576213303628241,3.897226171521036,4.924065655758078,1.3918380732990698,2.38423048329288,2.0078497828341617,2.150257466690994,1.5495738033295063,3.123093770063871,4.860098098720382,4.913219024110218,4.304762713042672,0.681952118788498,1.2295145739724456,0.2644511373016754,3.317635797004082,3.865589231036867,3.891645912554987,2.9702833489342404,2.56851317453917,2.7643974734170187,0.8549378680090705,0.7087545484562213,0.4868136057376138,1.0
31,20170209,2.853199526914844,2.7097001562360115,2.9004539473576503,1.4629227830961082,1.602818649559503,1.4239160932309496,0.0317037546115097,0.0353072494804514,0.0234560231442939,2.189014658079092,1.5608447291314556,1.90981410468737,2.6267668605295738,3.015746434272301,2.8354536513964157,0.1842189719974552,0.4234092312910799,0.2547327107155064,4.011764516803503,2.782574437593985,6.637611204777518,7.498507217296114,9.321010255639097,7.221900052927402,2.77544291162744,2.1821306470676687,0.426203686177986,2.462965970989507,3.1070444986,2.8575138740180632,3.724778127613469,3.095638750466668,3.255493549321572,0.4789222542830649,0.4639831164833333,0.5536589629115731,4.813344934244556,2.971142161357758,4.892705385168333,2.573632273567006,2.209975082327586,2.6439692378592983,0.9463564424350908,3.1522164196408045,0.7966589940054787,1.365282230763583,2.0518766100323624,1.4014178707138911,5.576213303628241,3.897226171521036,4.924065655758078,1.3918380732990698,2.38423048329288,2.0078497828341617,2.150257466690994,1.5495738033295063,3.123093770063871,4.860098098720382,4.913219024110218,4.304762713042672,0.681952118788498,1.2295145739724456,0.2644511373016754,1.0
