,date,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,Diff
17,20170124,0.3595953698612202,0.4032545696153846,0.3047794188903645,0.0935556742692307,0.1944537084248268,0.2438929069195834,0.6120250900000002,0.2077014311393322,0.1148237277705882,0.1527095351921617,0.3149933059923636,0.4525209502666667,0.2198563884025306,0.1535222112866666,0.2379099010370924,0.2700607835784933,0.5742708394117646,0.2412568113412834,0.1795489188294117,0.2303840293463011,0.1674842884509783,0.68368304,0.2168375140998421,0.1053921466333333,0.1917996285117772,1.0
18,20170125,0.194869389927518,0.6845569375,0.2123341391333001,0.0885444371749999,0.2024422039813811,0.3595953698612202,0.4032545696153846,0.3047794188903645,0.0935556742692307,0.1944537084248268,0.2438929069195834,0.6120250900000002,0.2077014311393322,0.1148237277705882,0.1527095351921617,0.3149933059923636,0.4525209502666667,0.2198563884025306,0.1535222112866666,0.2379099010370924,0.2700607835784933,0.5742708394117646,0.2412568113412834,0.1795489188294117,0.2303840293463011,1.0
19,20170126,0.2936621508582472,0.548218767111111,0.2886261671110975,0.0073064214333333,0.007380085422698,0.194869389927518,0.6845569375,0.2123341391333001,0.0885444371749999,0.2024422039813811,0.3595953698612202,0.4032545696153846,0.3047794188903645,0.0935556742692307,0.1944537084248268,0.2438929069195834,0.6120250900000002,0.2077014311393322,0.1148237277705882,0.1527095351921617,0.3149933059923636,0.4525209502666667,0.2198563884025306,0.1535222112866666,0.2379099010370924,-1.0
20,20170127,0.3165921528093974,0.6444830669999999,0.311287086058743,0.06898280499,0.1657005527030686,0.2936621508582472,0.548218767111111,0.2886261671110975,0.0073064214333333,0.007380085422698,0.194869389927518,0.6845569375,0.2123341391333001,0.0885444371749999,0.2024422039813811,0.3595953698612202,0.4032545696153846,0.3047794188903645,0.0935556742692307,0.1944537084248268,0.2438929069195834,0.6120250900000002,0.2077014311393322,0.1148237277705882,0.1527095351921617,-1.0
23,20170130,0.2322229945246516,0.6163690466666667,0.2161668380744785,0.027908559125,0.0361463279295152,0.2814160603408804,0.3589412492142858,0.2730712995741318,0.0089769150285714,0.0131900135850396,0.2830934079907546,0.5592219975999999,0.2704468610215682,0.1985514258,0.2742476525860245,0.3165921528093974,0.6444830669999999,0.311287086058743,0.06898280499,0.1657005527030686,0.2936621508582472,0.548218767111111,0.2886261671110975,0.0073064214333333,0.007380085422698,-1.0
24,20170131,0.2780561327963733,0.5672518990000001,0.3006634802680246,0.2390425009299999,0.3078923906650775,0.2322229945246516,0.6163690466666667,0.2161668380744785,0.027908559125,0.0361463279295152,0.2814160603408804,0.3589412492142858,0.2730712995741318,0.0089769150285714,0.0131900135850396,0.2830934079907546,0.5592219975999999,0.2704468610215682,0.1985514258,0.2742476525860245,0.3165921528093974,0.6444830669999999,0.311287086058743,0.06898280499,0.1657005527030686,-1.0
25,20170201,0.3217834300246542,0.4888224823076924,0.2688274679285529,0.1679720684692307,0.2309627705033495,0.2780561327963733,0.5672518990000001,0.3006634802680246,0.2390425009299999,0.3078923906650775,0.2322229945246516,0.6163690466666667,0.2161668380744785,0.027908559125,0.0361463279295152,0.2814160603408804,0.3589412492142858,0.2730712995741318,0.0089769150285714,0.0131900135850396,0.2830934079907546,0.5592219975999999,0.2704468610215682,0.1985514258,0.2742476525860245,0.0
26,20170202,0.3613965034857485,0.3937101975,0.3094527024712233,0.1489755279571429,0.2946196648490264,0.3217834300246542,0.4888224823076924,0.2688274679285529,0.1679720684692307,0.2309627705033495,0.2780561327963733,0.5672518990000001,0.3006634802680246,0.2390425009299999,0.3078923906650775,0.2322229945246516,0.6163690466666667,0.2161668380744785,0.027908559125,0.0361463279295152,0.2814160603408804,0.3589412492142858,0.2730712995741318,0.0089769150285714,0.0131900135850396,-1.0
27,20170203,0.3123362235230784,0.5619263488461538,0.3081224983343599,0.1029427480153846,0.2400422389844216,0.3613965034857485,0.3937101975,0.3094527024712233,0.1489755279571429,0.2946196648490264,0.3217834300246542,0.4888224823076924,0.2688274679285529,0.1679720684692307,0.2309627705033495,0.2780561327963733,0.5672518990000001,0.3006634802680246,0.2390425009299999,0.3078923906650775,0.2322229945246516,0.6163690466666667,0.2161668380744785,0.027908559125,0.0361463279295152,1.0
30,20170206,0.326508670258177,0.5181833065333333,0.2862958000442735,0.1828924717933333,0.2581008722771647,0.3253865557941341,0.4077799646666666,0.2263345961491612,0.307681457875,0.3174797944411158,0.325614420173497,0.5366511291666666,0.3145269821363961,0.1586441069416666,0.2872144266010385,0.3123362235230784,0.5619263488461538,0.3081224983343599,0.1029427480153846,0.2400422389844216,0.3613965034857485,0.3937101975,0.3094527024712233,0.1489755279571429,0.2946196648490264,1.0
31,20170207,0.2838038268514043,0.56181874,0.2771071083052256,0.1090157373571428,0.2271124586063676,0.326508670258177,0.5181833065333333,0.2862958000442735,0.1828924717933333,0.2581008722771647,0.3253865557941341,0.4077799646666666,0.2263345961491612,0.307681457875,0.3174797944411158,0.325614420173497,0.5366511291666666,0.3145269821363961,0.1586441069416666,0.2872144266010385,0.3123362235230784,0.5619263488461538,0.3081224983343599,0.1029427480153846,0.2400422389844216,1.0
32,20170208,0.178061416551951,0.7757604385,0.158597680061078,0.0724476703549999,0.0872053871157517,0.2838038268514043,0.56181874,0.2771071083052256,0.1090157373571428,0.2271124586063676,0.326508670258177,0.5181833065333333,0.2862958000442735,0.1828924717933333,0.2581008722771647,0.3253865557941341,0.4077799646666666,0.2263345961491612,0.307681457875,0.3174797944411158,0.325614420173497,0.5366511291666666,0.3145269821363961,0.1586441069416666,0.2872144266010385,1.0
33,20170209,0.3147875032572079,0.5658993868260871,0.3002652711908028,0.0345346132391304,0.0465349946081329,0.178061416551951,0.7757604385,0.158597680061078,0.0724476703549999,0.0872053871157517,0.2838038268514043,0.56181874,0.2771071083052256,0.1090157373571428,0.2271124586063676,0.326508670258177,0.5181833065333333,0.2862958000442735,0.1828924717933333,0.2581008722771647,0.3253865557941341,0.4077799646666666,0.2263345961491612,0.307681457875,0.3174797944411158,1.0
34,20170210,0.3701657869182475,0.4813846215333333,0.3615525801716694,0.1338872351066666,0.2951102753972363,0.3147875032572079,0.5658993868260871,0.3002652711908028,0.0345346132391304,0.0465349946081329,0.178061416551951,0.7757604385,0.158597680061078,0.0724476703549999,0.0872053871157517,0.2838038268514043,0.56181874,0.2771071083052256,0.1090157373571428,0.2271124586063676,0.326508670258177,0.5181833065333333,0.2862958000442735,0.1828924717933333,0.2581008722771647,1.0
37,20170213,0.2620371245797694,0.2826932996153846,0.1841572088057462,0.046149698776923,0.1478682549147452,0.3181540697492762,0.6404875808235293,0.298915022238747,0.0438731788705882,0.0889044799766651,0.2726009742817991,0.6679676507058823,0.2601428148331575,0.0328714255941176,0.0820377176483503,0.3701657869182475,0.4813846215333333,0.3615525801716694,0.1338872351066666,0.2951102753972363,0.3147875032572079,0.5658993868260871,0.3002652711908028,0.0345346132391304,0.0465349946081329,1.0
38,20170214,0.3331093029959098,0.5332827787,0.2746127942288963,0.0790114677299999,0.109083233224506,0.2620371245797694,0.2826932996153846,0.1841572088057462,0.046149698776923,0.1478682549147452,0.3181540697492762,0.6404875808235293,0.298915022238747,0.0438731788705882,0.0889044799766651,0.2726009742817991,0.6679676507058823,0.2601428148331575,0.0328714255941176,0.0820377176483503,0.3701657869182475,0.4813846215333333,0.3615525801716694,0.1338872351066666,0.2951102753972363,1.0
39,20170215,0.2571707742027556,0.6725152885294119,0.2645872645263766,0.0902649044117647,0.1790762412702495,0.3331093029959098,0.5332827787,0.2746127942288963,0.0790114677299999,0.109083233224506,0.2620371245797694,0.2826932996153846,0.1841572088057462,0.046149698776923,0.1478682549147452,0.3181540697492762,0.6404875808235293,0.298915022238747,0.0438731788705882,0.0889044799766651,0.2726009742817991,0.6679676507058823,0.2601428148331575,0.0328714255941176,0.0820377176483503,1.0
40,20170216,0.1980966932016453,0.70575510375,0.1895977708541789,0.02531566115,0.034378896762993,0.2571707742027556,0.6725152885294119,0.2645872645263766,0.0902649044117647,0.1790762412702495,0.3331093029959098,0.5332827787,0.2746127942288963,0.0790114677299999,0.109083233224506,0.2620371245797694,0.2826932996153846,0.1841572088057462,0.046149698776923,0.1478682549147452,0.3181540697492762,0.6404875808235293,0.298915022238747,0.0438731788705882,0.0889044799766651,-1.0
41,20170217,0.3033416624800534,0.53168486875,0.2925928846305079,0.1186553001583333,0.249221894145825,0.1980966932016453,0.70575510375,0.1895977708541789,0.02531566115,0.034378896762993,0.2571707742027556,0.6725152885294119,0.2645872645263766,0.0902649044117647,0.1790762412702495,0.3331093029959098,0.5332827787,0.2746127942288963,0.0790114677299999,0.109083233224506,0.2620371245797694,0.2826932996153846,0.1841572088057462,0.046149698776923,0.1478682549147452,-1.0
45,20170221,0.3554604808726639,0.508710856,0.3047985290875243,0.1129286796,0.1595744191247416,0.2355893197781221,0.655296636111111,0.2288923050715706,0.0216667803333333,0.0231315484140853,0.3232977853347078,0.5923877322666665,0.2964219580299656,0.0568141383,0.1104961829005272,0.3253095816176969,0.5554166551333334,0.3091717353824095,0.13077521776,0.231510739055833,0.3033416624800534,0.53168486875,0.2925928846305079,0.1186553001583333,0.249221894145825,1.0
46,20170222,0.2593545483777068,0.60351959,0.2623510702279735,0.1218706491153846,0.2250503676674698,0.3554604808726639,0.508710856,0.3047985290875243,0.1129286796,0.1595744191247416,0.2355893197781221,0.655296636111111,0.2288923050715706,0.0216667803333333,0.0231315484140853,0.3232977853347078,0.5923877322666665,0.2964219580299656,0.0568141383,0.1104961829005272,0.3253095816176969,0.5554166551333334,0.3091717353824095,0.13077521776,0.231510739055833,-1.0
