,date,pos_mean_replies,pos_mean_retweet,pos_std,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neu_std,neg_mean_likes,neg_mean_replies,neg_mean_retweet,neg_sd,pos_mean_replies,pos_mean_retweet,pos_std,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neu_std,neg_mean_likes,neg_mean_replies,neg_mean_retweet,neg_sd,pos_mean_replies,pos_mean_retweet,pos_std,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neu_std,neg_mean_likes,neg_mean_replies,neg_mean_retweet,neg_sd,pos_mean_replies,pos_mean_retweet,pos_std,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neu_std,neg_mean_likes,neg_mean_replies,neg_mean_retweet,neg_sd,pos_mean_replies,pos_mean_retweet,pos_std,neu_mean_likes,neu_mean_replies,neu_mean_retweet,neu_std,neg_mean_likes,neg_mean_replies,neg_mean_retweet,neg_sd,prev2_Diff,Diff
2,20170109,0.5521841793138762,0.5981062429900571,21.67664688228185,2.4315406768190315,2.477602780849974,2.4348374464154263,20.831707467951546,0.2093392062071805,0.1960195526190476,0.192862838828705,11.728335560221192,2.1653738711494257,2.700563449083863,22.936842194074337,3.7467573703753647,4.294001668965517,3.7492590767441865,23.416791390307758,0.6561440086644189,0.207290702770115,0.2168438190218463,23.076307630455936,2.5166905317214696,2.811572025317693,23.289303241998034,6.303774908904535,5.975590556092843,5.727157294721407,16.82540364119724,0.5664618640605714,0.5986280513733075,0.5521798416561933,16.75697387815761,0.3823001426785714,0.9212178624332942,20.913804622455707,4.941647588733824,2.8707120705357143,4.963726266250371,23.088163476917128,0.4865618357425316,2.996988111291072,0.3650558005330937,24.1072409866396,1.4690255160204082,1.4360879982870158,30.58643133766511,4.423724177638473,4.048554399489796,4.352945960683371,19.87729709689183,4.342606863517341,4.482419921632653,4.210965604203644,28.94507837510023,2.3999977111816335,1.0
3,20170110,2.97353953196347,3.970255609268444,32.15600109841577,4.156663607408741,5.27735068607306,4.30086722633292,31.538551675134144,0.0743476248772214,0.0824430069520548,0.0622103514300475,1.2908246756829589,0.5521841793138762,0.5981062429900571,21.67664688228185,2.4315406768190315,2.477602780849974,2.4348374464154263,20.831707467951546,0.2093392062071805,0.1960195526190476,0.192862838828705,11.728335560221192,2.1653738711494257,2.700563449083863,22.936842194074337,3.7467573703753647,4.294001668965517,3.7492590767441865,23.416791390307758,0.6561440086644189,0.207290702770115,0.2168438190218463,23.076307630455936,2.5166905317214696,2.811572025317693,23.289303241998034,6.303774908904535,5.975590556092843,5.727157294721407,16.82540364119724,0.5664618640605714,0.5986280513733075,0.5521798416561933,16.75697387815761,0.3823001426785714,0.9212178624332942,20.913804622455707,4.941647588733824,2.8707120705357143,4.963726266250371,23.088163476917128,0.4865618357425316,2.996988111291072,0.3650558005330937,24.1072409866396,0.5179977416992045,1.0
4,20170111,1.7338149678571428,4.389616862156784,36.36545897819428,6.720076370911733,3.673626527472528,5.217909432152804,25.985760397005315,4.781876691407575,8.878272903983516,4.678188899621966,39.83411280490509,2.97353953196347,3.970255609268444,32.15600109841577,4.156663607408741,5.27735068607306,4.30086722633292,31.538551675134144,0.0743476248772214,0.0824430069520548,0.0622103514300475,1.2908246756829589,0.5521841793138762,0.5981062429900571,21.67664688228185,2.4315406768190315,2.477602780849974,2.4348374464154263,20.831707467951546,0.2093392062071805,0.1960195526190476,0.192862838828705,11.728335560221192,2.1653738711494257,2.700563449083863,22.936842194074337,3.7467573703753647,4.294001668965517,3.7492590767441865,23.416791390307758,0.6561440086644189,0.207290702770115,0.2168438190218463,23.076307630455936,2.5166905317214696,2.811572025317693,23.289303241998034,6.303774908904535,5.975590556092843,5.727157294721407,16.82540364119724,0.5664618640605714,0.5986280513733075,0.5521798416561933,16.75697387815761,0.8699989318847656,-1.0
5,20170112,2.9809734037101583,3.0528791003786773,24.444988035304117,2.571007282311613,2.9977799566733068,3.021332346999709,25.36466665840616,0.1381165943332304,0.2712471730154382,0.175788972416254,20.96888268627137,1.7338149678571428,4.389616862156784,36.36545897819428,6.720076370911733,3.673626527472528,5.217909432152804,25.985760397005315,4.781876691407575,8.878272903983516,4.678188899621966,39.83411280490509,2.97353953196347,3.970255609268444,32.15600109841577,4.156663607408741,5.27735068607306,4.30086722633292,31.538551675134144,0.0743476248772214,0.0824430069520548,0.0622103514300475,1.2908246756829589,0.5521841793138762,0.5981062429900571,21.67664688228185,2.4315406768190315,2.477602780849974,2.4348374464154263,20.831707467951546,0.2093392062071805,0.1960195526190476,0.192862838828705,11.728335560221192,2.1653738711494257,2.700563449083863,22.936842194074337,3.7467573703753647,4.294001668965517,3.7492590767441865,23.416791390307758,0.6561440086644189,0.207290702770115,0.2168438190218463,23.076307630455936,0.18000030517578125,1.0
6,20170113,2.520084851449276,2.8447370977596744,17.05046617033663,5.373914197530865,5.619565929710145,5.162003883316362,14.92212180810692,0.2710095739577398,0.1936826693478261,0.3265925870417515,5.9264034726682695,2.9809734037101583,3.0528791003786773,24.444988035304117,2.571007282311613,2.9977799566733068,3.021332346999709,25.36466665840616,0.1381165943332304,0.2712471730154382,0.175788972416254,20.96888268627137,1.7338149678571428,4.389616862156784,36.36545897819428,6.720076370911733,3.673626527472528,5.217909432152804,25.985760397005315,4.781876691407575,8.878272903983516,4.678188899621966,39.83411280490509,2.97353953196347,3.970255609268444,32.15600109841577,4.156663607408741,5.27735068607306,4.30086722633292,31.538551675134144,0.0743476248772214,0.0824430069520548,0.0622103514300475,1.2908246756829589,0.5521841793138762,0.5981062429900571,21.67664688228185,2.4315406768190315,2.477602780849974,2.4348374464154263,20.831707467951546,0.2093392062071805,0.1960195526190476,0.192862838828705,11.728335560221192,-0.45400238037109375,1.0
10,20170117,2.939365792071078,1.6308286564056942,21.7869828383908,5.749531410567434,4.97211305759804,6.477375239323844,25.828349414321337,0.4651181189165295,0.421855258247549,0.2251293943268089,24.961935158713317,5.798807787634408,3.531833595120343,29.62365449083051,4.044156624879366,3.4119009099462363,3.911920123310253,28.237918946883884,6.354977734508783,7.455957411236558,9.222912342944282,30.954039617805662,3.3730771064314173,3.273070396677741,29.4794676195848,3.762796708286881,3.718754944507684,3.818114841183236,28.677299994086106,0.051636186432653,0.0510251723392145,0.0516719882331331,1.4461088380075904,4.148450590909091,3.406968395751912,33.489675215256575,5.166723885064936,4.770144743692023,5.551680139405268,32.850840049834154,0.190710405972361,0.1723136221521335,0.1322604152251486,1.625308019669746,2.520084851449276,2.8447370977596744,17.05046617033663,5.373914197530865,5.619565929710145,5.162003883316362,14.92212180810692,0.2710095739577398,0.1936826693478261,0.3265925870417515,5.9264034726682695,0.10400009155273438,1.0
11,20170118,3.061164865882353,2.8440406625000003,6.762477470100977,11.918981553988868,14.455333458823526,14.6160360609375,20.91621149477851,5.803343674174397,2.483503932941177,2.5399237608593745,26.902240378720197,2.939365792071078,1.6308286564056942,21.7869828383908,5.749531410567434,4.97211305759804,6.477375239323844,25.828349414321337,0.4651181189165295,0.421855258247549,0.2251293943268089,24.961935158713317,5.798807787634408,3.531833595120343,29.62365449083051,4.044156624879366,3.4119009099462363,3.911920123310253,28.237918946883884,6.354977734508783,7.455957411236558,9.222912342944282,30.954039617805662,3.3730771064314173,3.273070396677741,29.4794676195848,3.762796708286881,3.718754944507684,3.818114841183236,28.677299994086106,0.051636186432653,0.0510251723392145,0.0516719882331331,1.4461088380075904,4.148450590909091,3.406968395751912,33.489675215256575,5.166723885064936,4.770144743692023,5.551680139405268,32.850840049834154,0.190710405972361,0.1723136221521335,0.1322604152251486,1.625308019669746,1.7379989624023438,1.0
12,20170119,8.771922142857141,9.86396511778683,19.008593659036865,6.897518226703755,7.731510563492062,6.674545522063814,18.196428468861523,0.127019648175707,0.1632338912698412,0.1281558343312966,1.3724994728819204,3.061164865882353,2.8440406625000003,6.762477470100977,11.918981553988868,14.455333458823526,14.6160360609375,20.91621149477851,5.803343674174397,2.483503932941177,2.5399237608593745,26.902240378720197,2.939365792071078,1.6308286564056942,21.7869828383908,5.749531410567434,4.97211305759804,6.477375239323844,25.828349414321337,0.4651181189165295,0.421855258247549,0.2251293943268089,24.961935158713317,5.798807787634408,3.531833595120343,29.62365449083051,4.044156624879366,3.4119009099462363,3.911920123310253,28.237918946883884,6.354977734508783,7.455957411236558,9.222912342944282,30.954039617805662,3.3730771064314173,3.273070396677741,29.4794676195848,3.762796708286881,3.718754944507684,3.818114841183236,28.677299994086106,0.051636186432653,0.0510251723392145,0.0516719882331331,1.4461088380075904,1.1160011291503906,1.0
13,20170120,2.731504782304527,3.5333283831103435,16.748428845097834,6.252933759466767,6.266289468724279,7.242861509710831,21.68375140998421,1.7910100700797331,2.113316684510288,0.3349206910972042,19.179962851177727,8.771922142857141,9.86396511778683,19.008593659036865,6.897518226703755,7.731510563492062,6.674545522063814,18.196428468861523,0.127019648175707,0.1632338912698412,0.1281558343312966,1.3724994728819204,3.061164865882353,2.8440406625000003,6.762477470100977,11.918981553988868,14.455333458823526,14.6160360609375,20.91621149477851,5.803343674174397,2.483503932941177,2.5399237608593745,26.902240378720197,2.939365792071078,1.6308286564056942,21.7869828383908,5.749531410567434,4.97211305759804,6.477375239323844,25.828349414321337,0.4651181189165295,0.421855258247549,0.2251293943268089,24.961935158713317,5.798807787634408,3.531833595120343,29.62365449083051,4.044156624879366,3.4119009099462363,3.911920123310253,28.237918946883884,6.354977734508783,7.455957411236558,9.222912342944282,30.954039617805662,0.332000732421875,-1.0
16,20170123,2.374799346584015,2.529923039891748,24.389290691958344,2.860327546375608,2.916458518860458,2.9771309146421125,20.770143113933216,0.2896760559095941,0.5910951008968609,0.3752990149164774,15.270953519216173,2.5077539419954653,2.368992184589717,31.49933059923636,3.132123790252441,3.613843604535148,3.655585752230167,21.98563884025306,0.5999186713287267,0.5450691382675736,0.6420887738787878,23.790990103709245,0.8103865639452331,1.1909999291862892,27.006078357849336,2.4596329289663985,2.5068733209939147,2.486595124499277,24.125681134128342,2.527285635047361,2.565093158382353,2.204758047013729,23.03840293463012,2.731504782304527,3.5333283831103435,16.748428845097834,6.252933759466767,6.266289468724279,7.242861509710831,21.68375140998421,1.7910100700797331,2.113316684510288,0.3349206910972042,19.179962851177727,8.771922142857141,9.86396511778683,19.008593659036865,6.897518226703755,7.731510563492062,6.674545522063814,18.196428468861523,0.127019648175707,0.1632338912698412,0.1281558343312966,1.3724994728819204,1.4219970703125,1.0
17,20170124,2.5194036943181826,3.62358620453932,35.959536986122025,3.129278508041391,3.1627202625,3.1044208649797573,30.477941889036448,1.029804599806757,2.010183506311189,0.9643005224518464,19.445370842482685,2.374799346584015,2.529923039891748,24.389290691958344,2.860327546375608,2.916458518860458,2.9771309146421125,20.770143113933216,0.2896760559095941,0.5910951008968609,0.3752990149164774,15.270953519216173,2.5077539419954653,2.368992184589717,31.49933059923636,3.132123790252441,3.613843604535148,3.655585752230167,21.98563884025306,0.5999186713287267,0.5450691382675736,0.6420887738787878,23.790990103709245,0.8103865639452331,1.1909999291862892,27.006078357849336,2.4596329289663985,2.5068733209939147,2.486595124499277,24.125681134128342,2.527285635047361,2.565093158382353,2.204758047013729,23.03840293463012,2.731504782304527,3.5333283831103435,16.748428845097834,6.252933759466767,6.266289468724279,7.242861509710831,21.68375140998421,1.7910100700797331,2.113316684510288,0.3349206910972042,19.179962851177727,-0.5040016174316406,1.0
18,20170125,2.21930541875,2.2064281058789064,19.4869389927518,10.175185411951269,8.977852011904762,9.85236024453125,21.23341391333001,0.5392880672492949,1.3028424840476185,0.441211382580078,20.244220398138115,2.5194036943181826,3.62358620453932,35.959536986122025,3.129278508041391,3.1627202625,3.1044208649797573,30.477941889036448,1.029804599806757,2.010183506311189,0.9643005224518464,19.445370842482685,2.374799346584015,2.529923039891748,24.389290691958344,2.860327546375608,2.916458518860458,2.9771309146421125,20.770143113933216,0.2896760559095941,0.5910951008968609,0.3752990149164774,15.270953519216173,2.5077539419954653,2.368992184589717,31.49933059923636,3.132123790252441,3.613843604535148,3.655585752230167,21.98563884025306,0.5999186713287267,0.5450691382675736,0.6420887738787878,23.790990103709245,0.8103865639452331,1.1909999291862892,27.006078357849336,2.4596329289663985,2.5068733209939147,2.486595124499277,24.125681134128342,2.527285635047361,2.565093158382353,2.204758047013729,23.03840293463012,0.6920013427734446,1.0
