,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd,Date,Diff
16,0.3505461834191692,0.41592560175,0.2922333244094853,0.1221510433125,0.252384534282713,0.2944142539736852,0.5051975930487804,0.2502972082812862,0.0942825705999999,0.1906795282975959,0.3276638183758085,0.4917842956428572,0.3134155019071056,0.1270462210857142,0.269118898862726,0.2672912284673164,0.5616524997142858,0.2448688596250639,0.1280577304514285,0.2208751332588715,0.1968777992515101,0.6629098053846155,0.2200993547859731,0.0803048753461538,0.2020702354692528,0.3107319937424125,0.5327621694,0.2964354818023322,0.0198810245399999,0.0204341920012464,0.3418051514523467,0.39707748,0.3350287680349701,0.0077180888666666,0.0069116602429177,2014-01-27,-1.0
17,0.3304514429341196,0.4804921265624999,0.3176003168486397,0.109523339125,0.2730018454459311,0.3505461834191692,0.41592560175,0.2922333244094853,0.1221510433125,0.252384534282713,0.2944142539736852,0.5051975930487804,0.2502972082812862,0.0942825705999999,0.1906795282975959,0.3276638183758085,0.4917842956428572,0.3134155019071056,0.1270462210857142,0.269118898862726,0.2672912284673164,0.5616524997142858,0.2448688596250639,0.1280577304514285,0.2208751332588715,0.1968777992515101,0.6629098053846155,0.2200993547859731,0.0803048753461538,0.2020702354692528,0.3107319937424125,0.5327621694,0.2964354818023322,0.0198810245399999,0.0204341920012464,2014-01-28,-1.0
18,0.2784157687453522,0.595637120904255,0.2810412659080921,0.1294352056904255,0.229769035178046,0.3304514429341196,0.4804921265624999,0.3176003168486397,0.109523339125,0.2730018454459311,0.3505461834191692,0.41592560175,0.2922333244094853,0.1221510433125,0.252384534282713,0.2944142539736852,0.5051975930487804,0.2502972082812862,0.0942825705999999,0.1906795282975959,0.3276638183758085,0.4917842956428572,0.3134155019071056,0.1270462210857142,0.269118898862726,0.2672912284673164,0.5616524997142858,0.2448688596250639,0.1280577304514285,0.2208751332588715,0.1968777992515101,0.6629098053846155,0.2200993547859731,0.0803048753461538,0.2020702354692528,2014-01-29,-1.0
19,0.2922941477886737,0.4904449448593751,0.2477646175157148,0.1675815388046873,0.2591758612023521,0.2784157687453522,0.595637120904255,0.2810412659080921,0.1294352056904255,0.229769035178046,0.3304514429341196,0.4804921265624999,0.3176003168486397,0.109523339125,0.2730018454459311,0.3505461834191692,0.41592560175,0.2922333244094853,0.1221510433125,0.252384534282713,0.2944142539736852,0.5051975930487804,0.2502972082812862,0.0942825705999999,0.1906795282975959,0.3276638183758085,0.4917842956428572,0.3134155019071056,0.1270462210857142,0.269118898862726,0.2672912284673164,0.5616524997142858,0.2448688596250639,0.1280577304514285,0.2208751332588715,2014-01-30,-1.0
20,0.2315799187956804,0.6017621973809524,0.2417562165238283,0.1460141567642857,0.2353211449204398,0.2922941477886737,0.4904449448593751,0.2477646175157148,0.1675815388046873,0.2591758612023521,0.2784157687453522,0.595637120904255,0.2810412659080921,0.1294352056904255,0.229769035178046,0.3304514429341196,0.4804921265624999,0.3176003168486397,0.109523339125,0.2730018454459311,0.3505461834191692,0.41592560175,0.2922333244094853,0.1221510433125,0.252384534282713,0.2944142539736852,0.5051975930487804,0.2502972082812862,0.0942825705999999,0.1906795282975959,0.3276638183758085,0.4917842956428572,0.3134155019071056,0.1270462210857142,0.269118898862726,2014-01-31,-1.0
23,0.2145721081280027,0.6725277849999999,0.2654508943700279,0.1200983914416666,0.2608845538029683,0.2635194763296412,0.6091324809444445,0.2624581819454124,0.0746259830222222,0.1920244412574781,0.3116090178033996,0.4884551579047618,0.255809372039426,0.1987871523952381,0.2577318366971465,0.2315799187956804,0.6017621973809524,0.2417562165238283,0.1460141567642857,0.2353211449204398,0.2922941477886737,0.4904449448593751,0.2477646175157148,0.1675815388046873,0.2591758612023521,0.2784157687453522,0.595637120904255,0.2810412659080921,0.1294352056904255,0.229769035178046,0.3304514429341196,0.4804921265624999,0.3176003168486397,0.109523339125,0.2730018454459311,2014-02-03,1.0
24,0.3958883931505662,0.4505773014,0.3214418461802228,0.0995178034133333,0.1475100887944827,0.2145721081280027,0.6725277849999999,0.2654508943700279,0.1200983914416666,0.2608845538029683,0.2635194763296412,0.6091324809444445,0.2624581819454124,0.0746259830222222,0.1920244412574781,0.3116090178033996,0.4884551579047618,0.255809372039426,0.1987871523952381,0.2577318366971465,0.2315799187956804,0.6017621973809524,0.2417562165238283,0.1460141567642857,0.2353211449204398,0.2922941477886737,0.4904449448593751,0.2477646175157148,0.1675815388046873,0.2591758612023521,0.2784157687453522,0.595637120904255,0.2810412659080921,0.1294352056904255,0.229769035178046,2014-02-04,1.0
25,0.2611263604160388,0.5531839178947369,0.2585573731547079,0.0074626636789473,0.0047113561846582,0.3958883931505662,0.4505773014,0.3214418461802228,0.0995178034133333,0.1475100887944827,0.2145721081280027,0.6725277849999999,0.2654508943700279,0.1200983914416666,0.2608845538029683,0.2635194763296412,0.6091324809444445,0.2624581819454124,0.0746259830222222,0.1920244412574781,0.3116090178033996,0.4884551579047618,0.255809372039426,0.1987871523952381,0.2577318366971465,0.2315799187956804,0.6017621973809524,0.2417562165238283,0.1460141567642857,0.2353211449204398,0.2922941477886737,0.4904449448593751,0.2477646175157148,0.1675815388046873,0.2591758612023521,2014-02-05,1.0
26,0.2943239974558946,0.5194042658571428,0.2906697231680107,0.1473158782714285,0.2812063792900258,0.2611263604160388,0.5531839178947369,0.2585573731547079,0.0074626636789473,0.0047113561846582,0.3958883931505662,0.4505773014,0.3214418461802228,0.0995178034133333,0.1475100887944827,0.2145721081280027,0.6725277849999999,0.2654508943700279,0.1200983914416666,0.2608845538029683,0.2635194763296412,0.6091324809444445,0.2624581819454124,0.0746259830222222,0.1920244412574781,0.3116090178033996,0.4884551579047618,0.255809372039426,0.1987871523952381,0.2577318366971465,0.2315799187956804,0.6017621973809524,0.2417562165238283,0.1460141567642857,0.2353211449204398,2014-02-06,1.0
27,0.3298645262485671,0.5495482234444444,0.3009740199684348,0.0889938286444444,0.1777897966425393,0.2943239974558946,0.5194042658571428,0.2906697231680107,0.1473158782714285,0.2812063792900258,0.2611263604160388,0.5531839178947369,0.2585573731547079,0.0074626636789473,0.0047113561846582,0.3958883931505662,0.4505773014,0.3214418461802228,0.0995178034133333,0.1475100887944827,0.2145721081280027,0.6725277849999999,0.2654508943700279,0.1200983914416666,0.2608845538029683,0.2635194763296412,0.6091324809444445,0.2624581819454124,0.0746259830222222,0.1920244412574781,0.3116090178033996,0.4884551579047618,0.255809372039426,0.1987871523952381,0.2577318366971465,2014-02-07,1.0
30,0.3211783178161755,0.4104277849411764,0.2490247991044033,0.1433120309411764,0.2609088960008354,0.2974143003343142,0.4748170529272728,0.2444410046452417,0.1410578278654545,0.2321843985768334,0.3205189358401564,0.5111482660714285,0.2803850990418077,0.0715457148214285,0.1585325466328978,0.3298645262485671,0.5495482234444444,0.3009740199684348,0.0889938286444444,0.1777897966425393,0.2943239974558946,0.5194042658571428,0.2906697231680107,0.1473158782714285,0.2812063792900258,0.2611263604160388,0.5531839178947369,0.2585573731547079,0.0074626636789473,0.0047113561846582,0.3958883931505662,0.4505773014,0.3214418461802228,0.0995178034133333,0.1475100887944827,2014-02-10,1.0
