date,pos_mean,pos_sd,neu_mean,neu_sd,neg_mean,neg_sd
2014-01-01,0.32389767025000005,0.29666195115828126,0.5616995035,0.32102309522932787,0.11440287962500001,0.28651240850406046
2014-01-02,0.24399122909090903,0.18023307771690317,0.6711394027272728,0.1596801333973927,0.0848694059909091,0.12902245877017526
2014-01-03,0.25416404578571433,0.28695784098634325,0.5161314637619047,0.2627606324222434,0.2297045086952381,0.29029972914985264
2014-01-04,0.1775049786,0.07803173764933376,0.81568439,0.07640466854308316,0.006810611359999999,0.002111729848482229
2014-01-05,0.519117495,0.18430546118361626,0.47105721250000004,0.17999134567058933,0.0098252584,0.006883157887243601
2014-01-06,0.27307130586956524,0.2897895347719772,0.578190077173913,0.25449187648514987,0.14873856953043474,0.21617861269055788
2014-01-07,0.5003056951333332,0.344084802549048,0.4008213397,0.2817037411217386,0.09887298087333336,0.21190491397702255
2014-01-08,0.5336665768181817,0.3069079613091397,0.45836441527272725,0.306520213329433,0.007969013263636363,0.005117285471998029
2014-01-09,0.31005226722222223,0.28448921808994243,0.5819458686666668,0.2436501094065385,0.10800185405555555,0.11132585612969904
2014-01-10,0.3312851425800001,0.25862378890097454,0.5211046776,0.2647227624057383,0.14761017594400003,0.29732701466012157
2014-01-11,0.49681192571428573,0.3024176496528543,0.48818084428571423,0.3015098646315855,0.0150071965,0.015530021062905892
2014-01-12,0.29148632750000003,0.19156688891134843,0.7000216925,0.19115484208464265,0.00849195175,0.002139964868020311
2014-01-13,0.31717560421428576,0.30983372112775487,0.5782596,0.2840566475365394,0.10456480632857144,0.17905908598199155
2014-01-14,0.37580903966666673,0.2995971282336595,0.5257054116666667,0.28068581176717267,0.09848556320833335,0.2252397393258262
2014-01-15,0.3835715413421053,0.3085305426732249,0.5289483986842106,0.28955283134170084,0.08748005855789472,0.19322062831301887
2014-01-16,0.3222817297199999,0.2565373485100661,0.5907519147999999,0.24345997711849088,0.086966313064,0.200371109507791
2014-01-19,0.5952044,0.3418051514523467,0.39707748000000004,0.3350287680349701,0.007718088866666667,0.006911660242917745
2014-01-20,0.447356808,0.31073199374241256,0.5327621694,0.29643548180233226,0.019881024539999997,0.020434192001246482
2014-01-21,0.25678528746153845,0.19687779925151017,0.6629098053846155,0.22009935478597317,0.08030487534615385,0.20207023546925282
2014-01-22,0.3102897521714285,0.2672912284673164,0.5616524997142858,0.2448688596250639,0.12805773045142857,0.2208751332588715
2014-01-23,0.38116951303571434,0.3276638183758085,0.4917842956428572,0.3134155019071056,0.12704622108571426,0.26911889886272605
2014-01-24,0.4005198201219512,0.29441425397368526,0.5051975930487804,0.25029720828128627,0.09428257059999996,0.1906795282975959
2014-01-25,0.4619233535,0.3505461834191692,0.41592560175000004,0.2922333244094853,0.12215104331250001,0.25238453428271307
2014-01-26,0.4099845194374999,0.33045144293411965,0.48049212656249995,0.3176003168486397,0.109523339125,0.27300184544593115
2014-01-27,0.2749276710106385,0.2784157687453522,0.595637120904255,0.28104126590809214,0.12943520569042558,0.22976903517804603
2014-01-28,0.3419735265078123,0.29229414778867374,0.4904449448593751,0.24776461751571485,0.16758153880468737,0.2591758612023521
2014-01-29,0.2522236487690476,0.23157991879568046,0.6017621973809524,0.24175621652382837,0.1460141567642857,0.23532114492043987
2014-01-30,0.3127576951190476,0.3116090178033996,0.48845515790476185,0.255809372039426,0.19878715239523811,0.25773183669714655
2014-01-31,0.3162415095555556,0.2635194763296412,0.6091324809444445,0.2624581819454124,0.0746259830222222,0.19202444125747817
2014-02-01,0.20737380775000003,0.21457210812800276,0.6725277849999999,0.2654508943700279,0.12009839144166666,0.2608845538029683
2014-02-02,0.4499048840666667,0.39588839315056623,0.4505773014,0.32144184618022287,0.09951780341333333,0.14751008879448277
2014-02-03,0.4393534136842106,0.2611263604160388,0.5531839178947369,0.25855737315470795,0.0074626636789473675,0.004711356184658256
2014-02-04,0.3332798443619048,0.29432399745589466,0.5194042658571428,0.29066972316801076,0.14731587827142859,0.28120637929002584
2014-02-05,0.3614579258888889,0.3298645262485671,0.5495482234444444,0.3009740199684348,0.08899382864444444,0.17778979664253933
2014-02-06,0.41730602299999997,0.3205189358401564,0.5111482660714285,0.2803850990418077,0.07154571482142856,0.15853254663289784
2014-02-07,0.384125124709091,0.2974143003343142,0.47481705292727283,0.2444410046452417,0.14105782786545457,0.2321843985768334
2014-02-08,0.446260222882353,0.32117831781617556,0.4104277849411764,0.24902479910440334,0.14331203094117648,0.2609088960008354
2014-02-09,0.5283731143,0.26110606263023056,0.441213986,0.2207775033145584,0.030412903409999997,0.07751352972193991
2014-02-10,0.40442639475862063,0.31982141009904796,0.5177958442413791,0.2763483628566209,0.07777776648965516,0.1287921145680084
2014-02-11,0.47604455933333323,0.32763374665517947,0.4835826041904762,0.3098886540417551,0.04037280256666666,0.09386228655802192
2014-02-12,0.43886563270588236,0.3178957424824439,0.5040443411764707,0.27786546069310963,0.057090030694117645,0.1302726799644218
